age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
16,Female,4.135767178268555,1.2561410875075678,1.8509485202539824,No,71.17550089416189,7.982786799463327,Good,5,High School,Poor,0,Yes,65.23488548627196
23,Male,6.319879797757372,4.722008087092419,1.8406442302219537,No,89.39764552690232,7.453969795433835,Fair,6,Bachelor,Good,6,No,87.11786337487483
18,Male,5.295326900650281,1.932948134878339,3.5154477700592577,No,90.9461230543657,5.928830733227946,Fair,3,Master,Average,1,No,35.954914918775046
21,Male,5.587031710496778,3.4896045331636736,1.1988078893781111,Yes,68.57760198982194,6.290335255312958,Fair,4,High School,Average,0,No,63.64091436215705
22,Male,7.414896651011558,1.6444071613699742,1.7396742663311249,Yes,73.83594458372085,5.476414277285821,Poor,3,High School,Average,-1,No,87.4478037981939
20,Female,2.080670139754035,3.6240301611967807,1.2661912690100776,No,76.23908292432792,7.569986407881482,Good,5,Bachelor,Good,6,Yes,70.89653166502859
23,Female,4.693467870473963,4.41780616144882,1.4935016104630676,Yes,60.63611231741402,5.39644824450186,Fair,3,Master,Average,8,Yes,48.09785360513082
24,Male,5.272686498054746,2.927057116866977,1.137354530575152,Yes,54.60473398842414,7.666746197059814,Fair,6,Unknown,Average,1,No,52.15727245340132
23,Male,2.355035901259625,3.501466343309026,3.745208724415786,No,71.00377029296412,7.103872258307125,Good,5,Bachelor,Good,2,No,83.0580438075922
22,Female,4.955133623375412,4.171914804320736,3.5902206159153085,No,83.41962898926653,5.335060612729039,Fair,5,High School,Good,7,No,15.039544810447858
22,Female,3.8590320075904474,2.577405104164644,3.317163492641669,No,53.912951884308434,8.870245651317038,Good,6,High School,Good,0,No,57.35620139161107
21,Male,6.236356589267372,0.7937953108967997,3.6058050775179904,Yes,71.85054507460839,7.120105432073921,Fair,3,High School,Poor,2,No,86.58796393002426
21,Female,3.717872760905706,4.345604995665542,0.5089409714107835,No,88.38269709326038,8.785417467531664,Poor,6,High School,Good,1,Yes,68.92721675316648
15,Female,1.4845554720102887,3.044611378889663,2.253949420726748,No,56.56448663312415,9.015661102341053,Good,3,High School,Average,2,No,61.63990431595477
22,Female,5.823227273037862,5.236459977002722,0.7228886672251388,Yes,94.45760931658802,5.588854431136902,Fair,6,High School,Poor,-1,No,42.077482532747474
19,Male,4.652342669511129,2.441378529981135,1.228704771770485,Yes,73.60924692275559,9.245772363410154,Poor,3,High School,Average,11,Yes,58.33906989258463
23,Male,5.1717894279646295,2.123610594647792,2.459370096916165,No,88.63665035435672,8.496822167206851,Fair,3,Bachelor,Poor,0,No,71.56613035855452
22,Female,6.462922240454421,3.076347885425496,3.2651148946193294,No,69.47667765419155,8.509452107754564,Fair,4,Bachelor,Average,8,No,78.74552346286869
19,Male,3.8226108840239785,0.3689240701179779,3.670387701733321,No,79.17497009020961,8.796281183968157,Good,1,High School,Poor,6,Yes,91.96758838426176
23,Female,1.388835173330021,4.659043520033465,2.796151862044693,No,94.0721650117803,5.398768886579573,Poor,1,High School,Average,3,Yes,71.37521146941245
21,Female,5.448116170726358,3.15172226996272,3.270013872683143,No,79.81992175123474,7.82791132828247,Good,1,Bachelor,Good,0,No,66.86058657703221
21,Male,2.843796618241473,2.117531394084561,2.2522426974836804,No,59.5558729901676,10.3598595029585,Good,3,Master,Good,5,No,73.33682469238596
21,Female,6.581881646375749,1.585349456955058,1.5359419740775355,Yes,54.98975107660456,4.81279284189877,Poor,1,Bachelor,Poor,8,Yes,84.49643530003355
21,Male,6.838286963983423,8.858348507525427,0.5510109521859563,No,74.39293551297136,10.761479612771968,Fair,6,Bachelor,Average,5,Yes,35.04509917951594
19,Male,4.2608450541044665,3.631847062109899,0.6439277795512763,No,70.55437691648464,8.033264694796403,Fair,6,Bachelor,Good,0,Yes,14.976902257249767
23,Female,5.8310861096718725,4.0440881660086045,2.98282896683701,Yes,95.34241734204278,8.000564374573855,Fair,1,High School,Average,9,No,14.03503754743818
22,Female,3.272104345354085,5.129227791230349,3.939373216570467,Yes,89.40657133473046,9.87980999208038,Poor,5,Bachelor,Average,3,No,80.87401362174057
22,Male,8.428489518956594,3.5359343711519866,1.6396280542029742,No,89.34157582310573,8.348934712140924,Poor,3,Unknown,Average,3,Yes,61.45433608546095
22,Female,2.013083822529193,2.628641615084756,3.6248470852734256,No,91.3340140043259,7.412725709049816,Fair,0,Bachelor,Average,11,No,66.32957846773867
23,Male,4.625265055693422,3.0087275309212784,0.8287629737297761,No,79.69450390340505,9.179400049546873,Good,1,Master,Good,0,No,72.18698427017122
18,Male,2.6363923329291943,4.805756700383422,3.065857419550027,No,86.6651306062295,9.082826018868252,Poor,3,High School,Average,9,No,46.510888103219656
22,Female,4.001411864479992,2.4950377639499237,3.2996655669244936,No,63.31940174169963,5.692750991119413,Fair,4,Bachelor,Poor,5,No,64.42370487180904
21,Male,5.426483517103147,3.5556154631651085,2.933129481995484,Yes,65.44015255641106,8.649903205071126,Good,1,Unknown,Average,4,No,79.37040085480353
24,Female,2.086380176961562,2.221898078587067,1.9375061918779168,Yes,83.1064128799212,9.10140939781334,Good,6,High School,Poor,7,No,21.01537453677475
21,Male,9.01407869697536,5.387148062343959,1.175418307624132,No,70.17537388046391,7.659234480761714,Fair,6,High School,Good,7,No,57.07523370828816
24,Male,5.8343096351263615,3.4498172903774744,-0.8831157173175942,No,49.93758120623156,6.272032827693611,Poor,6,Master,Average,2,No,64.00964047646005
20,Male,2.781694312271933,4.340808196024315,3.400107660839296,Yes,58.42498009531046,2.913301671593322,Fair,7,Bachelor,Good,3,Yes,87.17401854243515
25,Female,7.085223679790525,1.615529783815728,1.3471121587676724,No,86.91454612541906,5.860279415752494,Fair,6,High School,Good,11,No,78.70656413729976
24,Female,4.278404917288789,1.1490274867009622,2.660974109642708,Yes,77.88596096037162,6.886172603544291,Fair,5,High School,Average,3,No,77.25575503826346
16,Male,0.0513968567104226,2.982712714996885,4.895632186575091,No,62.27109496122706,8.973182894266813,Good,6,High School,Good,6,No,51.81804270716327
22,Male,3.4206467051108027,3.0796623806134766,5.038126504006137,No,88.39594596369729,7.4525991495501795,Good,6,Master,Good,9,No,59.60094302666768
21,Female,3.692425837761428,1.7054270771701865,5.690422434577946,Yes,89.79447186176917,6.887162244995613,Fair,2,Unknown,Poor,8,No,65.35046345033574
17,Female,2.534762630509192,5.766740632148739,0.9461102008857014,No,75.63405101002009,5.783050978209739,Good,3,Bachelor,Poor,6,No,73.45849905637058
20,Female,5.2000128991229175,4.29222978410132,0.0898303887650459,No,73.87301865386634,6.4455783380751965,Fair,1,High School,Poor,9,No,67.70134361117904
17,Female,2.4552884361952727,3.9494572945612902,2.6046017008253908,No,68.82793049594953,8.014769428208114,Fair,3,High School,Average,4,No,63.81213748123184
20,Male,4.298286679414356,4.070479233565037,1.3374241199640682,No,86.17780554280779,4.446053147272444,Good,4,High School,Good,7,No,47.280856597765336
17,Female,4.389425558225536,2.6370369190272758,3.4973855134031653,No,85.02150099405549,9.565206133104905,Fair,6,High School,Average,6,No,39.7313902896443
19,Other,4.390639543299204,3.401564874981951,2.234079232599481,No,70.30737822034989,10.28234877767778,Fair,1,Bachelor,Poor,7,No,65.68453289801646
20,Male,0.556372202993721,3.9363780346161352,0.5979056209074737,No,89.19195830870775,10.794939810547966,Fair,2,Bachelor,Good,2,No,59.44763531959305
21,Female,5.236546946593322,1.0587865480625989,2.595500112436322,No,70.08754791909132,7.720939352778616,Poor,7,Bachelor,Average,4,Yes,76.60115078631745
19,Male,6.035351669167914,3.7295626729032567,1.0877698243732468,No,87.83561041756957,9.91003328945126,Good,6,Bachelor,Good,5,No,91.85472854419582
24,Female,2.996367958892839,0.3029291849013928,2.5711246657715456,No,51.67318823725545,6.969814533926538,Good,6,High School,Average,1,No,63.657899805745856
21,Male,6.077165452177077,7.983838270815028,4.509616815293098,Yes,58.686326531602845,7.56629096272898,Good,0,High School,Good,3,Yes,86.00431772726043
22,Other,4.715618199457264,7.672644734240652,3.664588306169424,No,49.01748148066588,6.962982877275379,Fair,3,Bachelor,Poor,6,No,78.04754235649038
19,Male,4.743861344112976,2.380039022718236,0.9523069795278774,No,74.5297346753086,8.613926613383903,Good,5,Bachelor,Poor,11,No,65.56042904601615
21,Male,4.893501756916603,3.4740814095157804,3.397579308805561,No,89.48369431632103,4.2235991188581234,Fair,6,Unknown,Poor,3,No,88.0412535790766
18,Female,5.110282546393848,4.902964552934671,1.4444152722068344,Yes,77.6106987090852,8.269365925061352,Fair,1,High School,Poor,6,Yes,54.64504867834708
22,Male,9.104173616809597,2.3158219292124484,4.383099232178401,No,69.5050818108574,7.423935607194177,Fair,1,Unknown,Average,7,No,67.62905773043094
19,Other,3.8716300209631047,0.4355384903574434,1.781755700767647,No,90.4243647310008,9.024940040383935,Fair,1,Unknown,Good,-1,No,71.69856269288618
22,Male,6.389847528412774,3.814805627206964,3.621057977945602,Yes,72.81072610683677,7.884278079040137,Poor,6,Bachelor,Average,2,No,64.14824383311029
17,Female,5.574067804394075,8.325506452015468,1.132024783752642,No,79.08190026516353,9.195429545740812,Fair,1,High School,Good,3,Yes,75.210242306717
22,Female,4.33315543450271,2.6088462090948275,2.676148468262255,No,87.14579485883226,6.930867645222041,Fair,5,High School,Good,7,Yes,19.252072307741397
22,Female,4.675536130276592,1.491236938267425,2.8374047545050485,No,70.1105414903378,7.36984099096629,Good,2,High School,Good,5,No,58.223010646037935
22,Female,7.076386985015068,2.5197638608350195,1.4819331232883743,Yes,69.74553601588208,9.051153430739747,Fair,6,Bachelor,Good,3,No,72.89468969639609
19,Female,5.863384218473535,5.157778246245307,5.41461031995023,Yes,83.807832821383,7.6542464551099325,Fair,5,Unknown,Average,8,Yes,48.75186093535992
21,Male,6.9322082840430586,3.668377723516557,1.3177669402425716,Yes,48.77739701399208,10.362773375943457,Fair,0,Bachelor,Poor,4,No,64.95534660605053
21,Female,7.64704734714471,2.626705379292907,5.128940272104433,Yes,92.11325165723932,6.109774736374932,Poor,4,Bachelor,Average,2,No,94.52464761166848
21,Male,4.151554446560462,3.0297748518033005,1.2711306037154833,Yes,84.08936355790468,7.133180671134776,Fair,3,Bachelor,Average,7,No,81.55181390219568
21,Female,6.281966792666294,2.0452550131069174,3.8070861717596327,Yes,58.38684826698682,5.546552936287145,Poor,0,High School,Poor,2,No,73.23098311386109
21,Male,7.913876672969195,3.792493632317058,4.1114905425940425,Yes,56.70194042868278,7.595715916025941,Fair,3,Bachelor,Good,-1,No,55.95674899250766
19,Female,4.226139966336321,0.9243242502547976,2.5090674563330277,Yes,68.23026749471447,7.284935991377909,Poor,6,High School,Average,-1,Yes,98.72650959136932
19,Female,5.431709460557807,2.838454055071492,0.9010394888543404,No,88.93319358166545,8.29927210174729,Fair,6,High School,Average,4,No,63.16664666940149
21,Male,6.614820626267241,2.629058951894415,0.4659297211490658,No,88.72790361641434,4.8138343515349495,Fair,5,High School,Poor,4,No,104.25206472483885
20,Female,6.457508393804393,0.2899496743288938,1.815146314242364,No,69.7429428226616,6.660176599473965,Poor,6,Bachelor,Average,7,No,48.23647502681244
19,Female,5.33865308810871,4.208710255640736,1.9589426942706372,Yes,66.95256169623453,7.961639211860804,Poor,2,High School,Average,10,No,50.42643567740261
17,Male,3.109095094719813,1.3560894416168645,4.906819462328855,No,92.99673285386348,6.750800608220529,Fair,6,Bachelor,Average,7,No,41.63155265522053
22,Male,5.114432499311254,0.7006208001318674,1.52105827656314,Yes,58.38562882273078,7.274660509849416,Poor,6,Bachelor,Average,1,No,26.831661759620733
22,Female,4.504741270066682,4.769735545684016,2.2437024174846147,Yes,71.71397906439276,9.518633861871791,Fair,1,High School,Average,3,No,52.54278918164638
16,Male,3.2442804868901933,4.810130024186596,0.95707680356546,Yes,91.49763481945578,8.297833785797229,Poor,5,Bachelor,Good,2,No,76.33728679283475
20,Male,8.669843533478687,4.003246843358328,2.9517266525170616,No,92.122277477339,7.102895012833256,Good,1,High School,Average,6,No,47.20395668928666
17,Female,5.422558283045621,4.449618208210024,1.8105555555307769,Yes,69.9937102933296,7.209485992808949,Poor,3,High School,Poor,5,No,61.78298926558714
21,Male,3.302019207871983,4.615836102329207,4.092261421587912,No,59.23357193767167,5.058346025703291,Good,1,Unknown,Good,7,No,78.04952932532753
19,Female,5.080094769877316,6.59625794606464,2.8924975666517865,Yes,64.68774953970043,7.687710480499474,Poor,4,High School,Good,1,No,76.51994133004607
22,Female,3.285141512221284,4.092522264538397,4.64924702901582,Yes,83.1662432540049,9.971021576328368,Poor,1,Master,Good,2,No,65.31818285908315
23,Female,6.941014322056241,7.468736371459408,1.3971389854825151,No,90.76285008265292,9.158804034222404,Fair,0,Bachelor,Poor,8,Yes,30.836433508352364
22,Female,6.006658401645161,3.0267049043322216,2.202396353387534,No,73.01698539927074,8.510778016683444,Poor,0,High School,Good,-1,No,40.85495436872864
24,Male,1.6182675772378776,3.171027853508245,0.4631242252375565,No,59.39448930899334,8.406994394562819,Fair,4,High School,Average,1,Yes,72.43413568382157
21,Male,4.481403037431237,1.813422433931533,-0.5836391441292018,No,91.26913249083292,8.668127148309539,Good,3,High School,Poor,1,Yes,87.35500222443238
18,Female,6.1708964857860975,4.944659754432559,2.7470964415154127,No,95.41093098565202,6.825488767052558,Fair,1,Bachelor,Average,1,No,69.56926651929163
25,Female,4.762492659363509,3.259949925061613,0.496514333985645,No,70.12113204597951,8.199388931326432,Fair,5,High School,Average,1,No,49.69703575819057
21,Female,7.345179199125379,1.3744260701045474,2.5199582190154244,No,67.37745554344163,9.742386081438887,Fair,4,Bachelor,Average,-1,No,61.52055969671423
22,Male,4.864333166817536,0.8724008974019075,1.5496687378573395,No,57.3650507617194,10.451365243311445,Good,0,High School,Average,8,No,64.38789701782966
22,Male,2.6752837493811605,1.2430851298063912,1.8766572817216272,No,49.31317119768703,8.712574429309766,Good,7,Master,Good,0,No,57.24203460114346
21,Female,7.295369915915876,3.7154449353895256,5.413131822208781,Yes,102.23562002743274,7.818946665341892,Good,0,Unknown,Good,0,No,88.72243101014777
21,Female,5.923399857288048,3.108009844825192,3.293401818069169,Yes,50.58727928606539,3.2078599504897243,Fair,0,Master,Good,1,Yes,25.56207433043524
25,Other,5.739705298809795,4.592742889942198,0.6548829191438652,Yes,58.72056293856921,7.931049222355853,Fair,3,High School,Average,0,No,84.59628095233069
19,Female,3.1333439017678377,2.322115988260756,4.330118042601262,No,85.56898436728585,8.422432863994437,Poor,6,Master,Average,9,No,41.94227426412313
16,Male,7.024171222163233,4.856023110461794,5.023276175142304,Yes,59.18897863848488,5.21103978563856,Good,1,High School,Good,4,No,58.16750726982511
25,Male,6.412073745337223,2.843980612385047,3.007563341677823,Yes,98.1097909151029,7.919693144811745,Fair,1,High School,Poor,2,No,62.58827399051184
22,Male,5.8599812792614365,5.668917680567316,3.030448011387139,No,68.83926060753936,7.6920231486330115,Good,3,High School,Average,0,No,86.62443122598158
22,Male,4.452862264444396,1.3827393611959924,1.878615389986404,No,69.06701473237949,10.463550594880385,Fair,5,Bachelor,Poor,1,No,54.0776354202294
22,Female,5.567271529391359,4.5350137839622695,3.1605176936925297,Yes,67.1242500892405,7.269565203284806,Fair,4,High School,Poor,0,Yes,83.54951934056476
21,Female,5.542289257361225,2.996081317880908,2.080626266048826,No,67.76761326070567,7.790133456014436,Poor,1,High School,Good,10,Yes,54.83541376133334
16,Female,6.554196797691954,3.2199153505428653,1.7746355826429483,No,52.97317916194264,8.425418967505925,Good,5,Bachelor,Good,1,Yes,52.80513499589608
21,Female,3.602493924010842,7.674657134951589,3.5186957430770818,No,67.68530648141109,4.235488575899164,Fair,6,Bachelor,Good,0,No,28.647437772587164
22,Female,5.479810579357018,3.056946817481133,3.006748398549663,Yes,81.10328494339609,7.233673669649194,Good,4,High School,Poor,0,No,95.62975969872424
22,Female,5.111497828207982,3.850671033418621,1.8515840551546967,Yes,86.6376215340137,8.077950382477535,Fair,-1,Bachelor,Average,2,Yes,75.80186224904142
22,Female,6.6091049515586775,3.0873768726060176,1.0151530226337506,No,56.91451274009961,8.582631975709319,Good,1,High School,Average,3,No,80.1218766875929
21,Male,0.8973328698041763,0.6809555156469844,1.5845910918684418,Yes,55.94789288784301,6.746831886055572,Poor,4,High School,Good,7,No,62.74374085480902
18,Female,4.191948272837039,6.763931023595906,3.896056209376699,No,68.37439369218653,7.248962571207047,Fair,5,Bachelor,Poor,4,Yes,58.38857017885501
17,Female,7.824405051341804,3.5730463713576235,1.128927626080849,No,67.09907537209043,7.933390607999927,Fair,3,Master,Average,1,No,63.2273667357827
21,Male,5.533157231874949,3.4785689864099587,5.4501031458343245,No,64.56034879880858,8.568870274541876,Good,1,Bachelor,Good,2,No,36.798044446879445
22,Female,5.392465311085736,2.612323434943548,5.689475363895639,Yes,74.2480811585273,5.521126098338411,Fair,1,Bachelor,Good,8,No,80.27127826084738
18,Male,1.750988459605526,2.618179007051132,3.617699207850677,No,61.56762959572903,8.928169042090305,Fair,1,High School,Average,-1,No,75.57370353909823
23,Other,6.068509085451455,2.687039966993487,-0.244575936339649,Yes,90.0595187555341,9.70477622372695,Fair,1,Bachelor,Average,9,Yes,46.577635969638656
